date,hour_of_day,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2022-04-22 00:00:00.000000000,24,Zhari,Male,35,Male,52,None,Fatal,Clear,18.776727058141837,Walking,Medium,Secondary,Kill,Morning,Friday,April,Winter,Adult,Child,Wet,43.67070373690465,13.132781146351968
2022-01-29 00:00:00.000000000,13,Daman,Female,49,Female,10,Other,None,Rainy,-1.8405809674904088,Working,Medium,Tertiary,Theft,Afternoon,Saturday,January,Fall,Adult,Child,Wet,79.54110757572114,37.11704848698629
2023-03-14 00:00:00.000000000,21,Maruf,Female,71,Female,94,None,Minor,Snowy,34.142536403107115,Walking,Medium,None,Kill,Afternoon,Tuesday,March,Summer,Adult,Child,Wet,61.134872486029494,63.010052857973655
2023-11-13 00:00:00.000000000,7,Zhari,Male,56,Female,81,Other,Fatal,Snowy,15.572951247760994,Driving,Medium,Tertiary,Kill,Evening,Monday,November,Fall,Adult,Senior,Wet,65.81794257252916,28.936234070773747
2022-01-25 00:00:00.000000000,3,Maywand,Male,83,Female,57,Gun,Fatal,Cloudy,2.3355201530368834,Shopping,High,Secondary,Kill,Afternoon,Tuesday,January,Fall,Child,Senior,Wet,56.13261704980901,72.58934904159344
2022-10-26 00:00:00.000000000,2,Daman,Female,96,Male,88,None,Fatal,Clear,35.40097532047107,Working,High,Secondary,Kill,Morning,Wednesday,October,Spring,Teen,Adult,Dry,64.94852382747617,58.46026767003797
2022-07-27 00:00:00.000000000,2,Arghistan,Female,94,Female,51,None,None,Cloudy,8.993884226770597,Shopping,Medium,Primary,Kill,Afternoon,Wednesday,July,Fall,Adult,Child,Dry,74.20995014702405,34.08840543841654
2020-09-20 00:00:00.000000000,3,Kharkrez,Female,54,Female,49,None,None,Clear,35.44504403857837,Shopping,Medium,Secondary,Theft,Afternoon,Sunday,September,Fall,Senior,Teen,Dry,65.89759066808756,55.03788921690178
2023-01-15 00:00:00.000000000,20,Arghistan,Male,95,Male,47,Other,Fatal,Cloudy,-2.5208072028027573,Shopping,Medium,Secondary,Kill,Afternoon,Sunday,January,Summer,Child,Teen,Wet,18.06176563987909,92.7193363569576
2020-06-16 00:00:00.000000000,11,Daman,Female,42,Female,78,Gun,Minor,Snowy,27.229975049379895,Shopping,Low,Secondary,Kill,Afternoon,Tuesday,June,Fall,Senior,Senior,Wet,26.49598661702014,24.08088075953696
2020-04-07 00:00:00.000000000,13,Nesh,Female,4,Male,39,Knife,None,Clear,-6.1039807721956185,Driving,Low,Tertiary,Kill,Night,Tuesday,April,Fall,Adult,Child,Wet,73.99279198692928,99.3276283496029
2022-12-01 00:00:00.000000000,12,Zhari,Female,58,Female,20,Gun,Fatal,Cloudy,17.05471414854572,Driving,High,Secondary,Kill,Afternoon,Thursday,December,Summer,Child,Child,Dry,31.60327412594388,99.53993878193032
2022-09-29 00:00:00.000000000,16,Zhari,Male,24,Male,74,Knife,Fatal,Rainy,12.18359177127439,Driving,Low,None,Theft,Afternoon,Thursday,September,Summer,Senior,Child,Dry,21.722845004178414,26.06539950504896
2022-08-26 00:00:00.000000000,7,Maruf,Male,61,Male,100,Other,Minor,Rainy,22.54723676911842,Driving,Medium,Primary,Kill,Evening,Friday,August,Winter,Child,Senior,Wet,59.23665374173164,53.18832422239962
2021-05-03 00:00:00.000000000,14,Spin Boldak,Female,86,Female,25,Gun,Fatal,Snowy,-5.681582824188583,Working,Low,Secondary,Kill,Evening,Monday,May,Winter,Senior,Teen,Wet,92.82887692181625,51.491293957045116
2023-04-02 00:00:00.000000000,19,Shah Wali Kot,Male,89,Female,20,None,Minor,Rainy,38.55467512496015,Driving,Low,Primary,Kill,Afternoon,Sunday,April,Summer,Adult,Senior,Dry,93.03398640361453,23.78277124150392
2023-09-17 00:00:00.000000000,6,Zhari,Female,23,Female,32,Gun,None,Snowy,-7.874810136548435,Working,Low,Secondary,Theft,Evening,Sunday,September,Winter,Child,Teen,Dry,78.04670605471287,73.1031429193641
2021-03-15 00:00:00.000000000,1,Nesh,Male,55,Female,64,Knife,Minor,Cloudy,3.282154450715872,Working,Medium,Primary,Kill,Morning,Monday,March,Spring,Child,Teen,Dry,73.60600668754108,57.12789624047721
2021-06-12 00:00:00.000000000,18,Kharkrez,Female,35,Male,35,None,Minor,Rainy,5.384213936521284,Working,Low,Secondary,Theft,Morning,Saturday,June,Spring,Adult,Adult,Dry,43.42116501487413,0.4493694512431201
2020-10-08 00:00:00.000000000,6,Arghistan,Male,96,Male,94,Knife,Severe,Cloudy,0.42004950857163337,Shopping,Medium,None,Kill,Morning,Thursday,October,Summer,Teen,Adult,Dry,34.63636386801212,88.70553775924009
2023-04-12 00:00:00.000000000,24,Maywand,Male,5,Male,71,None,Fatal,Snowy,37.25276748595818,Driving,Low,None,Kill,Night,Wednesday,April,Spring,Child,Teen,Dry,95.72593987834892,26.196181956774055
2022-03-30 00:00:00.000000000,15,Center,Female,82,Male,63,Gun,Severe,Rainy,0.6778307478922478,Shopping,High,Tertiary,Kill,Evening,Wednesday,March,Spring,Adult,Child,Dry,55.18406154911067,36.44983525974174
2020-02-03 00:00:00.000000000,15,Arghistan,Male,79,Female,41,None,None,Clear,18.92881519343053,Working,Low,Secondary,Kill,Afternoon,Monday,February,Summer,Adult,Senior,Dry,52.15713605031625,1.7495732290333632
2020-10-20 00:00:00.000000000,15,Arghistan,Female,98,Male,93,Knife,Minor,Snowy,15.646299997743554,Walking,Medium,Primary,Kill,Night,Tuesday,October,Winter,Teen,Teen,Dry,27.53289352604622,14.447622503924018
2023-01-10 00:00:00.000000000,3,Spin Boldak,Male,13,Female,88,Knife,Fatal,Rainy,-2.783323517256772,Driving,Medium,Tertiary,Kill,Afternoon,Tuesday,January,Spring,Senior,Senior,Wet,90.5625983602679,36.6120638133132
2023-04-30 00:00:00.000000000,5,Nesh,Male,71,Female,45,Other,Severe,Clear,38.5507950125111,Driving,High,Secondary,Kill,Morning,Sunday,April,Spring,Child,Senior,Dry,3.432742934709221,60.604571382001474
2022-07-29 00:00:00.000000000,17,Maruf,Female,87,Female,80,Knife,None,Clear,25.573534437181927,Shopping,Low,Secondary,Theft,Afternoon,Friday,July,Fall,Senior,Senior,Dry,94.41839817562183,65.58908090714525
2023-03-20 00:00:00.000000000,11,Maruf,Female,68,Female,37,Gun,None,Snowy,13.90300471903063,Shopping,Medium,Secondary,Kill,Evening,Monday,March,Fall,Senior,Child,Dry,56.70337648653852,10.63892333610693
2021-02-27 00:00:00.000000000,24,Spin Boldak,Male,86,Male,49,None,Fatal,Rainy,33.21059832239446,Shopping,Medium,None,Kill,Morning,Saturday,February,Fall,Senior,Senior,Dry,13.868081116532094,63.36582840667093
2023-02-23 00:00:00.000000000,23,Reag,Female,78,Male,88,Knife,Minor,Clear,25.09098919805635,Driving,High,None,Theft,Morning,Thursday,February,Summer,Adult,Child,Dry,91.5571372959959,53.52038955152341
2020-09-12 00:00:00.000000000,14,Reag,Male,1,Male,66,Knife,None,Clear,21.8772452101637,Driving,Low,None,Kill,Night,Saturday,September,Summer,Child,Adult,Wet,38.97710769021187,97.19250608246112
2020-12-05 00:00:00.000000000,24,Shah Wali Kot,Female,4,Female,99,None,Fatal,Clear,-9.217691333801184,Working,Low,Primary,Theft,Evening,Saturday,December,Summer,Child,Senior,Dry,85.87483355182992,96.66714423002924
2022-05-17 00:00:00.000000000,23,Nesh,Male,74,Female,83,Knife,Minor,Snowy,30.691278493884056,Working,Medium,Primary,Kill,Afternoon,Tuesday,May,Winter,Senior,Child,Wet,4.423975967676763,15.300916786224604
2023-11-23 00:00:00.000000000,6,Arghistan,Male,7,Male,39,Gun,None,Clear,-0.024904926944493866,Driving,High,None,Kill,Morning,Thursday,November,Fall,Teen,Teen,Wet,82.3584437349107,39.836494309631874
2022-11-24 00:00:00.000000000,12,Nesh,Female,40,Male,17,None,Minor,Cloudy,3.6274705396323643,Shopping,Low,Primary,Theft,Morning,Thursday,November,Winter,Teen,Teen,Wet,12.506421070659012,5.5892297037161365
2023-01-27 00:00:00.000000000,17,Shah Wali Kot,Male,27,Female,65,Gun,Severe,Clear,19.62546135770701,Walking,Low,Tertiary,Kill,Afternoon,Friday,January,Fall,Child,Teen,Dry,25.23059685385356,45.128765514472576
2020-12-24 00:00:00.000000000,1,Daman,Female,23,Male,85,Knife,Severe,Cloudy,-2.537543329364386,Shopping,Medium,Tertiary,Theft,Morning,Thursday,December,Fall,Senior,Adult,Dry,12.752168896947481,10.321486490184684
2020-05-30 00:00:00.000000000,24,Maywand,Female,92,Female,11,Gun,Fatal,Cloudy,6.222370164133999,Shopping,Medium,Secondary,Kill,Morning,Saturday,May,Summer,Teen,Teen,Dry,76.85011632826739,99.22386224107017
2021-07-17 00:00:00.000000000,14,Maywand,Female,99,Male,99,Knife,Severe,Rainy,38.72545788306469,Working,Medium,Primary,Kill,Night,Saturday,July,Fall,Adult,Adult,Wet,51.728453420600054,27.669630769542653
2021-08-13 00:00:00.000000000,15,Maruf,Female,79,Male,57,None,Fatal,Clear,10.866321396970172,Driving,High,None,Theft,Afternoon,Friday,August,Summer,Adult,Senior,Dry,4.395007895439451,64.80041459979986
2021-01-30 00:00:00.000000000,14,Nesh,Female,6,Female,98,Gun,None,Cloudy,26.02440164849814,Working,Low,Tertiary,Theft,Evening,Saturday,January,Winter,Child,Senior,Wet,25.45682328856287,25.314649104006637
2022-04-25 00:00:00.000000000,19,Nesh,Male,8,Female,78,Gun,Minor,Rainy,24.269143107219314,Walking,High,Tertiary,Kill,Evening,Monday,April,Winter,Adult,Adult,Dry,57.45459157041773,25.94550210747556
2020-10-05 00:00:00.000000000,8,Reag,Female,30,Female,63,None,Minor,Rainy,-6.517479895174674,Working,High,None,Theft,Afternoon,Monday,October,Fall,Adult,Adult,Wet,17.150395824323507,66.23419485787399
2022-11-03 00:00:00.000000000,13,Zhari,Female,55,Male,45,Gun,None,Snowy,12.267133218531221,Walking,High,Primary,Kill,Morning,Thursday,November,Spring,Child,Teen,Dry,21.54420966805842,61.73925962594359
2023-06-16 00:00:00.000000000,8,Center,Female,29,Female,37,Other,None,Clear,17.70673379020535,Shopping,High,Primary,Kill,Night,Friday,June,Fall,Adult,Senior,Wet,40.324986691448736,38.73816113028013
2022-03-09 00:00:00.000000000,17,Center,Male,15,Female,80,Gun,None,Rainy,24.889208483718825,Driving,High,Tertiary,Kill,Evening,Wednesday,March,Spring,Adult,Senior,Wet,52.372488620796744,75.22881849219387
2023-10-28 00:00:00.000000000,19,Kharkrez,Female,86,Male,24,Knife,Severe,Cloudy,-3.045264133179434,Walking,Low,Tertiary,Theft,Afternoon,Saturday,October,Spring,Teen,Adult,Dry,43.49148393655384,53.986356457168505
2021-03-22 00:00:00.000000000,1,Center,Female,100,Male,53,Gun,Fatal,Rainy,9.489206433851557,Walking,Medium,Tertiary,Kill,Night,Monday,March,Fall,Senior,Adult,Dry,5.747824764247589,32.12573633639369
2021-06-24 00:00:00.000000000,6,Zhari,Male,41,Female,70,Gun,Severe,Clear,10.096267361141283,Driving,Low,None,Kill,Morning,Thursday,June,Winter,Teen,Senior,Wet,65.8805316706536,5.089885684887041
2022-08-10 00:00:00.000000000,20,Maywand,Female,52,Male,75,Other,Minor,Clear,39.87570633229701,Working,Low,Primary,Kill,Morning,Wednesday,August,Fall,Child,Senior,Dry,40.8308858841779,3.6201872047785244
2023-11-15 00:00:00.000000000,20,Shah Wali Kot,Male,76,Male,29,Gun,Fatal,Cloudy,23.06963231366762,Shopping,High,Tertiary,Theft,Morning,Wednesday,November,Summer,Adult,Child,Dry,14.14965324931321,31.689932089537344
2022-05-24 00:00:00.000000000,20,Daman,Male,10,Female,87,Other,None,Cloudy,33.39982796857135,Walking,High,Tertiary,Kill,Evening,Tuesday,May,Spring,Adult,Teen,Dry,95.87132972252738,99.45163706354008
2021-02-19 00:00:00.000000000,13,Daman,Male,95,Male,37,Other,Fatal,Cloudy,16.384446510010672,Shopping,Low,Tertiary,Theft,Night,Friday,February,Fall,Adult,Child,Wet,99.20914693601998,0.44145570417977176
2023-07-30 00:00:00.000000000,4,Panjwayi,Female,58,Female,99,Knife,Severe,Rainy,26.957328723281577,Shopping,High,Tertiary,Kill,Evening,Sunday,July,Winter,Teen,Adult,Wet,51.94393505259779,72.31322660427566
2021-12-22 00:00:00.000000000,11,Kharkrez,Female,32,Female,15,Other,Minor,Snowy,-9.342325567971972,Shopping,Low,None,Theft,Evening,Wednesday,December,Fall,Teen,Adult,Dry,14.953463445066706,70.68048164418667
2023-12-20 00:00:00.000000000,14,Shah Wali Kot,Male,78,Male,68,Other,Fatal,Cloudy,-2.226517209565073,Driving,Medium,Tertiary,Theft,Afternoon,Wednesday,December,Fall,Senior,Teen,Dry,56.188383286718654,37.111719108982285
2021-08-06 00:00:00.000000000,23,Center,Female,62,Male,12,None,Minor,Snowy,30.04627146979807,Driving,Low,Primary,Kill,Afternoon,Friday,August,Spring,Child,Child,Wet,21.90987590737903,73.94534391035089
2021-11-02 00:00:00.000000000,11,Zhari,Male,89,Female,36,None,Fatal,Cloudy,9.830802382587336,Working,Medium,Tertiary,Kill,Evening,Tuesday,November,Fall,Senior,Child,Dry,31.3598702781425,14.234432545500065
2021-08-17 00:00:00.000000000,3,Arghistan,Male,87,Male,29,None,Minor,Clear,20.690828937804888,Driving,High,Tertiary,Kill,Morning,Tuesday,August,Summer,Senior,Adult,Wet,50.47419552953141,80.91851615496776
2023-07-08 00:00:00.000000000,7,Spin Boldak,Male,39,Male,44,Gun,Severe,Cloudy,24.065522536401758,Working,Medium,Tertiary,Theft,Afternoon,Saturday,July,Winter,Teen,Child,Dry,53.97461796071627,90.98642521625612
2021-12-28 00:00:00.000000000,15,Panjwayi,Female,36,Female,94,None,None,Snowy,7.215846699388486,Driving,Medium,None,Kill,Afternoon,Tuesday,December,Summer,Child,Senior,Wet,83.60390275186805,98.94926113506023
2021-07-24 00:00:00.000000000,3,Daman,Male,26,Female,69,Knife,Minor,Rainy,35.464545006979854,Driving,Low,Primary,Theft,Afternoon,Saturday,July,Summer,Senior,Child,Wet,14.515573393979297,49.95356542314582
2022-07-26 00:00:00.000000000,5,Reag,Male,79,Female,30,Knife,Minor,Rainy,22.301671049509388,Working,Medium,None,Theft,Evening,Tuesday,July,Spring,Child,Child,Dry,81.61842062861332,32.38302647960061
2023-09-13 00:00:00.000000000,9,Reag,Male,98,Female,45,None,None,Rainy,1.4322707560050638,Walking,High,Tertiary,Theft,Night,Wednesday,September,Winter,Senior,Teen,Wet,34.78806429237095,61.096563433466436
2020-05-01 00:00:00.000000000,2,Zhari,Female,71,Male,28,Other,Fatal,Clear,13.620764874067007,Shopping,Low,Tertiary,Kill,Evening,Friday,May,Fall,Adult,Teen,Wet,1.0250705663715554,62.73953565950306
2021-11-10 00:00:00.000000000,22,Maruf,Female,6,Male,21,Other,None,Cloudy,10.404162090264734,Working,Low,Secondary,Theft,Evening,Wednesday,November,Spring,Senior,Teen,Wet,1.3566092572265154,67.83052768904976
2022-03-15 00:00:00.000000000,13,Daman,Male,57,Female,80,Gun,None,Cloudy,38.55155649280752,Driving,Medium,None,Theft,Afternoon,Tuesday,March,Fall,Adult,Teen,Dry,12.478966390010315,85.48056739524739
2020-07-15 00:00:00.000000000,20,Daman,Male,23,Female,51,Other,Fatal,Snowy,38.821011085503315,Walking,Medium,Secondary,Kill,Evening,Wednesday,July,Summer,Teen,Child,Dry,11.569912505178849,44.458583951303076
2020-03-09 00:00:00.000000000,9,Arghistan,Female,45,Female,29,Other,Fatal,Cloudy,19.728457484774534,Working,High,Primary,Kill,Night,Monday,March,Fall,Teen,Senior,Wet,13.841240157570844,54.202511143530785
2023-07-21 00:00:00.000000000,2,Reag,Female,84,Female,84,None,Minor,Cloudy,19.734050865711403,Working,Low,Primary,Kill,Afternoon,Friday,July,Fall,Adult,Child,Dry,1.6785713505322097,70.29608678108362
2020-11-20 00:00:00.000000000,5,Reag,Female,3,Male,39,Other,None,Cloudy,30.853775107353037,Working,Medium,None,Theft,Morning,Friday,November,Fall,Adult,Child,Wet,93.12509619390187,31.38909087872843
2022-11-09 00:00:00.000000000,2,Reag,Female,22,Male,18,None,None,Clear,7.689549751197408,Walking,Medium,Primary,Kill,Afternoon,Wednesday,November,Fall,Child,Senior,Dry,6.577306736206512,30.642652309443818
2023-12-30 00:00:00.000000000,23,Zhari,Female,83,Female,65,Knife,Fatal,Clear,2.086413085845882,Working,Medium,Secondary,Theft,Night,Saturday,December,Fall,Senior,Teen,Wet,11.449050164162312,75.97003072208808
2021-01-09 00:00:00.000000000,17,Center,Female,76,Female,10,Knife,Severe,Clear,4.823071641080865,Shopping,High,Secondary,Kill,Night,Saturday,January,Winter,Teen,Child,Dry,38.569898998440735,40.31353026755603
2021-06-01 00:00:00.000000000,19,Arghistan,Male,75,Female,29,None,Fatal,Clear,-8.020346475730225,Shopping,Medium,Primary,Theft,Morning,Tuesday,June,Spring,Adult,Child,Wet,65.5144996013606,45.76679892836325
2020-10-16 00:00:00.000000000,24,Spin Boldak,Female,15,Male,11,None,Minor,Snowy,0.5260745319477103,Driving,High,Primary,Kill,Evening,Friday,October,Fall,Child,Adult,Dry,86.54525831503084,55.72106436913478
2022-09-22 00:00:00.000000000,23,Center,Male,92,Female,32,Other,Fatal,Rainy,28.13919856856797,Driving,Low,Tertiary,Kill,Night,Thursday,September,Spring,Child,Teen,Wet,39.616072135633985,9.431909518549809
2023-02-26 00:00:00.000000000,14,Daman,Male,41,Female,65,Gun,Severe,Snowy,4.939591336233798,Working,Medium,Tertiary,Kill,Night,Sunday,February,Fall,Teen,Child,Wet,83.76980839924013,35.24037813738339
2022-05-05 00:00:00.000000000,24,Daman,Female,95,Female,84,None,None,Cloudy,19.549195469266987,Walking,High,Secondary,Kill,Evening,Thursday,May,Summer,Senior,Senior,Wet,83.07738233866466,55.69739771133785
2020-11-11 00:00:00.000000000,9,Maywand,Female,75,Female,42,Knife,Fatal,Clear,12.146737012895112,Working,Low,Secondary,Theft,Night,Wednesday,November,Winter,Teen,Senior,Wet,84.40028725864339,4.99035173900686
2023-04-20 00:00:00.000000000,17,Reag,Male,93,Female,25,Gun,Severe,Clear,-3.5756435790584487,Shopping,Medium,Tertiary,Kill,Morning,Thursday,April,Summer,Teen,Adult,Wet,59.605915976107546,20.723844973249783
2021-11-23 00:00:00.000000000,6,Kharkrez,Male,82,Male,32,Gun,Severe,Rainy,-4.669910913070055,Working,High,Tertiary,Kill,Afternoon,Tuesday,November,Summer,Senior,Adult,Dry,21.3220472730705,8.082551837524987
2023-06-03 00:00:00.000000000,24,Kharkrez,Female,44,Male,47,Knife,Minor,Clear,-8.561289215328335,Driving,Low,None,Kill,Night,Saturday,June,Spring,Teen,Senior,Dry,30.431671446316233,42.868786891992194
2021-01-07 00:00:00.000000000,23,Shah Wali Kot,Male,4,Male,14,Gun,Minor,Cloudy,12.43645432423465,Driving,Medium,Primary,Theft,Morning,Thursday,January,Fall,Child,Senior,Wet,16.48847715730726,50.76762725936725
2022-08-02 00:00:00.000000000,19,Reag,Male,47,Male,51,Gun,None,Snowy,-6.065969135471424,Shopping,Medium,Tertiary,Kill,Afternoon,Tuesday,August,Spring,Senior,Adult,Dry,90.11424002810085,93.50360696380368
2023-10-01 00:00:00.000000000,4,Arghistan,Male,30,Male,30,Gun,Severe,Rainy,2.320102777152936,Walking,Medium,None,Kill,Night,Sunday,October,Winter,Senior,Teen,Dry,20.02038636091762,25.077307649576053
2023-07-30 00:00:00.000000000,6,Nesh,Male,32,Female,90,None,Fatal,Rainy,-3.67013868332244,Walking,Medium,Secondary,Theft,Night,Sunday,July,Fall,Senior,Teen,Wet,97.31636396199998,47.962933484415935
2020-02-09 00:00:00.000000000,10,Panjwayi,Male,16,Female,37,Knife,Minor,Cloudy,35.547736426544624,Walking,Low,Primary,Theft,Morning,Sunday,February,Fall,Adult,Senior,Wet,4.3321521828610265,19.003577135659377
2023-06-06 00:00:00.000000000,11,Reag,Male,10,Female,31,Gun,Minor,Rainy,1.0218957788299488,Working,Low,Tertiary,Kill,Evening,Tuesday,June,Spring,Senior,Child,Wet,38.63994210208935,7.171087079582527
2023-07-21 00:00:00.000000000,16,Shah Wali Kot,Male,55,Male,75,None,Fatal,Snowy,12.219968486896935,Driving,High,Secondary,Kill,Night,Friday,July,Summer,Senior,Child,Dry,74.24291742383976,89.65463651442681
2020-11-26 00:00:00.000000000,9,Arghistan,Male,65,Male,53,None,Minor,Rainy,5.766101141503686,Working,Low,None,Theft,Night,Thursday,November,Spring,Child,Teen,Wet,10.297686078859947,87.0029417883275
2023-03-25 00:00:00.000000000,7,Reag,Male,71,Male,87,Gun,Minor,Cloudy,32.08175696228906,Walking,Low,Secondary,Theft,Morning,Saturday,March,Fall,Adult,Adult,Wet,76.82740110308288,21.507817352337753
2020-11-20 00:00:00.000000000,21,Shah Wali Kot,Male,41,Female,92,Other,Fatal,Rainy,7.741344861976639,Shopping,Medium,None,Theft,Evening,Friday,November,Winter,Child,Senior,Wet,67.26639488951906,88.25178327374789
2020-08-23 00:00:00.000000000,21,Center,Female,74,Female,16,None,Minor,Snowy,6.9155647985224356,Shopping,Low,Tertiary,Kill,Night,Sunday,August,Spring,Senior,Child,Wet,53.49456809191418,48.634387222749645
2021-06-27 00:00:00.000000000,10,Reag,Female,14,Male,83,Knife,Minor,Cloudy,32.783437689615496,Driving,Low,Tertiary,Theft,Afternoon,Sunday,June,Fall,Senior,Teen,Wet,73.35290459630536,24.879393599058975
2022-06-16 00:00:00.000000000,19,Arghistan,Female,2,Male,52,Knife,Minor,Clear,-5.40156675454618,Walking,High,Primary,Theft,Morning,Thursday,June,Winter,Child,Adult,Wet,67.6902143981567,16.589130402614604
2020-06-08 00:00:00.000000000,3,Kharkrez,Female,75,Female,71,Gun,Severe,Snowy,23.74955965037813,Driving,Medium,Secondary,Kill,Morning,Monday,June,Summer,Adult,Teen,Wet,67.3607488972823,55.25468629338538
2020-01-18 00:00:00.000000000,3,Daman,Female,53,Female,51,Other,Severe,Snowy,9.691330024717178,Driving,Low,Tertiary,Theft,Evening,Saturday,January,Summer,Adult,Teen,Dry,5.84552956963087,46.732402208400444
2022-01-17 00:00:00.000000000,7,Panjwayi,Male,82,Female,11,Knife,Severe,Clear,37.946830722361796,Driving,High,None,Theft,Night,Monday,January,Summer,Adult,Senior,Dry,90.0308004966725,80.55197661702375
2023-11-13 00:00:00.000000000,18,Maywand,Male,63,Male,33,None,Minor,Snowy,19.13570023974997,Walking,Low,Primary,Theft,Night,Monday,November,Winter,Teen,Adult,Dry,61.085368060353076,0.3702672291670095
2020-08-07 00:00:00.000000000,15,Center,Male,51,Male,50,Other,Fatal,Snowy,28.71453269912209,Walking,Low,Tertiary,Theft,Afternoon,Friday,August,Spring,Senior,Adult,Dry,30.752283451906692,51.94379500521088
2023-02-10 00:00:00.000000000,24,Nesh,Male,43,Male,20,None,Severe,Snowy,-7.45114358319717,Shopping,Medium,Secondary,Kill,Night,Friday,February,Spring,Adult,Adult,Wet,32.20171006493224,19.066927728867512
2020-05-24 00:00:00.000000000,12,Center,Female,12,Female,89,None,Severe,Clear,25.879957951788555,Working,Medium,Primary,Theft,Afternoon,Sunday,May,Fall,Teen,Child,Dry,81.74415384321277,0.5739149103191621
2020-10-28 00:00:00.000000000,9,Nesh,Male,79,Male,53,Other,None,Clear,37.2581643690946,Shopping,Medium,Secondary,Theft,Afternoon,Wednesday,October,Winter,Teen,Child,Wet,49.12050469514296,37.89685965713608
2020-09-04 00:00:00.000000000,21,Reag,Male,60,Female,83,Knife,Severe,Cloudy,1.7740368347560693,Walking,Low,Primary,Theft,Morning,Friday,September,Fall,Senior,Senior,Dry,70.97051354752222,44.05289154439041
2021-10-07 00:00:00.000000000,20,Zhari,Male,88,Female,47,Knife,Fatal,Cloudy,1.3417168044785086,Walking,Low,Secondary,Kill,Afternoon,Thursday,October,Winter,Senior,Teen,Dry,80.18917730435643,26.3024001016656
2020-04-29 00:00:00.000000000,6,Nesh,Male,95,Male,58,Gun,Severe,Rainy,12.774142894602356,Shopping,High,Tertiary,Kill,Evening,Wednesday,April,Fall,Senior,Child,Wet,95.26938561360583,90.27666724961692
2020-07-05 00:00:00.000000000,7,Nesh,Male,81,Female,64,None,Fatal,Cloudy,-3.1874911053589825,Working,Medium,Secondary,Theft,Morning,Sunday,July,Winter,Adult,Teen,Wet,39.886558626409204,1.7847986659616288
2023-06-19 00:00:00.000000000,9,Shah Wali Kot,Female,35,Male,47,Other,Fatal,Clear,-4.636606340168217,Shopping,Low,Tertiary,Kill,Evening,Monday,June,Winter,Child,Adult,Wet,68.90657612723545,33.72507471189642
2021-05-09 00:00:00.000000000,3,Maruf,Female,47,Female,88,None,Fatal,Clear,-9.996705979675726,Driving,High,Primary,Theft,Morning,Sunday,May,Spring,Teen,Child,Dry,94.6237910468899,50.2073291722265
2023-09-25 00:00:00.000000000,16,Spin Boldak,Female,55,Male,29,Other,None,Snowy,-3.8449044616380066,Driving,High,None,Theft,Afternoon,Monday,September,Winter,Teen,Child,Dry,17.65344255846314,74.3901254469281
2020-07-07 00:00:00.000000000,10,Reag,Male,82,Male,88,None,Fatal,Clear,31.057620044307782,Driving,Medium,Tertiary,Kill,Afternoon,Tuesday,July,Fall,Senior,Senior,Dry,8.393915688526143,65.68189041482802
2021-01-26 00:00:00.000000000,17,Center,Female,38,Female,85,None,Fatal,Clear,32.90643464671036,Walking,Medium,Tertiary,Theft,Morning,Tuesday,January,Spring,Child,Teen,Dry,72.56304972773823,81.55160273948144
2021-11-27 00:00:00.000000000,6,Kharkrez,Male,28,Male,79,Other,Fatal,Rainy,27.018005552103993,Driving,Medium,Secondary,Kill,Morning,Saturday,November,Spring,Adult,Child,Wet,44.819651164624716,44.38005016967623
2020-08-25 00:00:00.000000000,9,Zhari,Female,33,Female,20,Other,None,Cloudy,26.342337540137436,Shopping,Medium,Primary,Kill,Morning,Tuesday,August,Summer,Senior,Child,Wet,75.36617906860846,52.85125400618791
2021-09-29 00:00:00.000000000,16,Kharkrez,Male,75,Female,58,Knife,Minor,Rainy,18.154690525526693,Driving,Medium,Tertiary,Kill,Evening,Wednesday,September,Fall,Senior,Adult,Wet,64.36752592516424,6.582170540308818
2020-04-07 00:00:00.000000000,7,Daman,Male,43,Male,41,Knife,None,Cloudy,39.429120841238905,Working,Low,Tertiary,Theft,Evening,Tuesday,April,Winter,Adult,Adult,Wet,30.814962349693086,67.70112416108769
2022-07-27 00:00:00.000000000,22,Kharkrez,Female,9,Female,21,Knife,Severe,Snowy,-9.278364832966009,Working,Low,Primary,Kill,Afternoon,Wednesday,July,Spring,Teen,Adult,Dry,11.199428614739027,18.29408903396229
2020-11-29 00:00:00.000000000,2,Center,Female,24,Male,57,Knife,Fatal,Rainy,2.0628266635637633,Walking,Low,None,Theft,Afternoon,Sunday,November,Fall,Adult,Senior,Dry,2.498460554406956,64.6106280729889
2022-05-15 00:00:00.000000000,17,Panjwayi,Female,75,Female,61,Other,Minor,Rainy,-4.461752881130839,Shopping,High,Primary,Kill,Morning,Sunday,May,Winter,Adult,Teen,Dry,60.766202157023805,68.15193385355538
2021-04-05 00:00:00.000000000,13,Reag,Male,68,Male,53,Other,Fatal,Clear,3.1367946236788384,Shopping,High,None,Kill,Evening,Monday,April,Summer,Adult,Senior,Wet,52.23201317737448,66.86936541170134
2021-10-09 00:00:00.000000000,13,Spin Boldak,Female,24,Female,67,None,Fatal,Snowy,34.81650224912442,Driving,Medium,Primary,Theft,Afternoon,Saturday,October,Fall,Adult,Adult,Dry,10.129452481583334,47.583368908506806
