date,hour_of_day,location,district,area_name,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,latitude,longitude,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2023-11-15,16,Dab Karaiz,Maywand,Dab Karaiz,Female,36,Female,49,Other,None,Clear,29.996764389290043,Shopping,High,None,kill,31.89854,64.81437,Night,Wednesday,November,Winter,Child,Adult,Dry,1.3524794044556199,55.09442357068585
2021-09-21,2,Malmand,Ghorak,Malmand,Male,97,Female,7,Knife,Minor,Clear,22.27719905004932,Shopping,Low,None,Theft,31.98997,64.98376,Afternoon,Tuesday,September,Summer,Child,Child,Wet,6.476367453782372,1.4552002791301533
2021-05-13,23,Tootak Shamaly,Ghorak,Tootak Shamaly,Male,68,Female,42,Knife,Severe,Snowy,22.747485889197606,Driving,Low,Tertiary,kill,31.99964,64.93322,Morning,Thursday,May,Summer,Adult,Child,Wet,72.80102016632357,97.94796533913937
2021-12-11,5,Baram Khail,Kharkrez,Baram Khail,Female,36,Male,1,Other,Severe,Cloudy,-6.859731650907049,Shopping,Medium,None,kill,32.01112,65.66342,Night,Saturday,December,Spring,Teen,Adult,Dry,24.76067864394732,4.597382158402485
2021-12-03,22,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Female,36,Female,82,None,Fatal,Clear,3.9384621194048925,Working,High,Secondary,Theft,31.50819,67.47925,Morning,Friday,December,Spring,Adult,Adult,Wet,30.929828625806866,65.37092868751606
2021-04-29,9,Mussa Khan Kalay Taj Mohammad,Spin Boldak,Mussa Khan Kalay Taj Mohammad,Male,46,Male,59,Gun,Minor,Cloudy,20.216374304647225,Walking,Medium,Primary,Theft,31.04407,66.38796,Afternoon,Thursday,April,Winter,Adult,Senior,Wet,55.0253322574736,3.294758299402889
2020-12-09,13,Bariki,Daman,Bariki,Female,85,Female,88,None,None,Rainy,20.369589572170945,Walking,Low,None,kill,31.69023,65.96822,Night,Wednesday,December,Summer,Adult,Adult,Dry,92.23475717260688,43.36537908047031
2022-07-08,24,Paiy Jakan,Daman,Paiy Jakan,Female,74,Male,7,Other,Severe,Cloudy,12.96695845051864,Walking,High,Secondary,Theft,31.73592,66.11234,Morning,Friday,July,Fall,Teen,Adult,Dry,42.91693156013673,52.497068899517544
2022-09-14,3,Akhtar Zai Noor Mohammad Kalay,Arghistan,Akhtar Zai Noor Mohammad Kalay,Female,5,Female,83,Knife,Minor,Rainy,38.08517836959066,Shopping,High,Primary,kill,31.32958,66.16542,Night,Wednesday,September,Spring,Teen,Adult,Wet,58.992335278791195,82.93407062287824
2020-03-22,16,Abdul Qadir Isahq Ghat Kalay,Maruf,Abdul Qadir Isahq Ghat Kalay,Male,72,Female,16,Gun,Severe,Clear,-3.7588754912261235,Walking,Medium,None,Theft,31.51428,67.46256,Night,Sunday,March,Spring,Senior,Child,Wet,96.18426871488946,77.96397910698174
2023-02-15,3,Kandahar Fire Station,Center,Kandahar Fire Station,Male,62,Male,76,Knife,None,Snowy,-3.57549154428969,Shopping,Medium,Primary,kill,31.62,65.71,Afternoon,Wednesday,February,Winter,Child,Adult,Wet,90.234913619794,9.391625582025299
2020-04-16,6,Mir Hazar,Zhar,Mir Hazar,Female,33,Female,80,Other,Minor,Clear,-8.458217921308227,Working,Medium,Tertiary,kill,31.67704,65.4389,Morning,Thursday,April,Fall,Teen,Senior,Wet,62.92182896929462,73.0072055577175
2023-06-29,12,Karkecha,Zhar,Karkecha,Female,25,Female,37,Knife,None,Rainy,36.88530124282429,Driving,Medium,Secondary,Theft,31.50517,65.26907,Afternoon,Thursday,June,Spring,Teen,Senior,Dry,61.4650129369291,95.32657445667138
2023-11-17,13,Malmand,Ghorak,Malmand,Female,71,Female,84,None,Severe,Cloudy,3.8863227596819847,Walking,High,Primary,Theft,31.98997,64.98376,Night,Friday,November,Winter,Teen,Teen,Wet,13.395976501368,37.84689865844911
2023-12-09,6,Nish Square,Center,Nish Square,Male,54,Male,41,Other,Minor,Cloudy,33.40888147809389,Shopping,Low,Primary,Theft,31.605,65.68,Afternoon,Saturday,December,Spring,Senior,Adult,Wet,68.36878307540259,73.66222833453912
2020-03-18,4,Arhat Kalay,Shah Wali Kot,Arhat Kalay,Female,66,Female,22,Gun,None,Cloudy,-5.052909458455348,Working,High,None,Theft,31.68236,66.01269,Evening,Wednesday,March,Summer,Adult,Adult,Dry,49.508952707083445,92.28156689760478
2020-09-03,16,Ghulam Sarwar,Spin Boldak,Ghulam Sarwar,Female,94,Female,56,Knife,Minor,Snowy,36.32353117741733,Driving,Medium,Primary,kill,31.13903,65.97877,Morning,Thursday,September,Fall,Adult,Adult,Dry,27.830241310670157,51.384810008421724
2021-04-23,15,Ali Zay,Shah Wali Kot,Ali Zay,Female,53,Male,38,Gun,None,Cloudy,26.156115100363685,Shopping,High,None,Theft,31.42325,65.92299,Evening,Friday,April,Spring,Teen,Child,Dry,51.625012520368905,59.23894464315743
2020-08-31,16,Shairgha Hulya,Kharkrez,Shairgha Hulya,Male,94,Female,97,Other,Severe,Clear,5.271666719484367,Driving,Medium,Secondary,kill,31.95097,65.50544,Night,Monday,August,Winter,Child,Child,Wet,56.53317970186214,57.62263699917424
2022-08-12,11,Markaz Panjwayi,Panjwayi,Markaz Panjwayi,Female,66,Male,98,None,Severe,Snowy,31.392223065039467,Walking,Medium,Secondary,Theft,31.54537,65.45305,Morning,Friday,August,Winter,Adult,Child,Wet,17.30457880278069,31.185981538439357
2020-09-17,9,Malmand,Ghorak,Malmand,Female,19,Male,98,Knife,Minor,Snowy,-5.077164699746003,Working,Medium,None,Theft,31.98997,64.98376,Afternoon,Thursday,September,Winter,Adult,Child,Wet,94.12048118148871,42.115989179076564
2021-08-24,19,Shaikh Chala Sufla,Arghandab,Shaikh Chala Sufla,Female,99,Male,38,Other,Severe,Cloudy,22.715700644665468,Walking,High,Tertiary,kill,31.69213,65.66889,Evening,Tuesday,August,Fall,Child,Adult,Wet,32.14638628126417,87.7357801761073
2021-05-15,3,Kandahar Bagh-e Pul,Center,Kandahar Bagh-e Pul,Male,14,Male,15,Knife,Minor,Rainy,22.162082290761056,Walking,Medium,None,Theft,31.65,65.69,Afternoon,Saturday,May,Winter,Teen,Senior,Wet,54.240169620241964,94.78059592256785
2021-03-21,7,Akhund Zada Sahib,Daman,Akhund Zada Sahib,Male,15,Male,53,Gun,Severe,Snowy,15.613346636654022,Shopping,Medium,Tertiary,Theft,31.7031,66.167,Morning,Sunday,March,Spring,Teen,Adult,Wet,90.69095601284981,21.97926002899142
2021-08-23,18,Kandahar Meat Market,Center,Kandahar Meat Market,Male,56,Male,78,Gun,Severe,Rainy,22.847738099316274,Working,High,Primary,kill,31.61,65.71,Night,Monday,August,Spring,Adult,Senior,Wet,67.49860197878735,77.63705254620842
2020-01-06,5,Samul Zay,Daman,Samul Zay,Female,82,Female,86,Gun,None,Snowy,31.558684681415805,Shopping,Low,Tertiary,Theft,31.71295,66.21022,Morning,Monday,January,Spring,Adult,Senior,Dry,51.28742654079744,36.41918588674798
2023-04-18,16,Ahzam Kalay,Shah Wali Kot,Ahzam Kalay,Male,62,Male,28,Gun,Fatal,Cloudy,36.58915449678612,Driving,Medium,None,kill,31.64422,65.94175,Afternoon,Tuesday,April,Fall,Teen,Teen,Dry,2.505332476190403,77.41745669056614
2020-04-01,22,Akhund Zada Sahib,Shah Wali Kot,Akhund Zada Sahib,Male,19,Male,34,Gun,Fatal,Clear,-5.856798211254624,Shopping,Medium,None,Theft,31.7031,66.167,Afternoon,Wednesday,April,Fall,Child,Child,Wet,66.66836928646903,87.87917166165317
2022-09-26,5,Khesrow Sufla,Arghandab,Khesrow Sufla,Female,76,Male,20,Gun,Fatal,Clear,11.24186367975079,Driving,Medium,None,kill,31.69558,65.65386,Morning,Monday,September,Fall,Teen,Adult,Dry,58.611915923329704,27.714848555337213
2022-08-13,15,Sahib Zada Kalacha,Daman,Sahib Zada Kalacha,Female,9,Male,15,Other,Severe,Cloudy,-8.871057376460596,Working,Medium,Secondary,Theft,31.6099,65.87459,Morning,Saturday,August,Spring,Child,Child,Wet,94.35299133732384,66.11184682799507
2021-03-28,19,Landay,Kharkrez,Landay,Female,7,Male,79,Other,Minor,Rainy,30.896116221211294,Walking,Medium,Tertiary,Theft,32.22094,65.54809,Evening,Sunday,March,Summer,Child,Senior,Wet,95.66390491364385,98.11673808540282
2022-06-06,24,Malangan,Zhar,Malangan,Female,58,Female,68,Other,None,Snowy,30.582486685486273,Shopping,Medium,Primary,Theft,31.53722,65.33814,Morning,Monday,June,Winter,Child,Adult,Wet,30.200894674711463,51.01216097674065
2021-07-07,18,Din Mohammad Kalay,Arghistan,Din Mohammad Kalay,Male,99,Female,97,Other,Fatal,Snowy,38.907569414116985,Shopping,High,None,Theft,31.31726,66.18218,Evening,Wednesday,July,Spring,Adult,Senior,Wet,64.66109733273852,9.472552910562992
2023-11-19,9,Mullah Dost,Panjwayi,Mullah Dost,Female,84,Male,38,Other,Fatal,Cloudy,23.275659733286496,Shopping,Medium,Tertiary,kill,31.43123,65.49685,Evening,Sunday,November,Spring,Teen,Child,Wet,87.98944835119646,14.263837445980066
2021-08-22,18,Chakaw,Shah Wali Kot,Chakaw,Male,82,Male,90,None,Severe,Rainy,26.62521778216604,Shopping,High,Tertiary,Theft,31.93134,65.67861,Morning,Sunday,August,Fall,Teen,Adult,Dry,4.603734426026174,28.030411572762702
2022-07-27,18,Lalak,Kharkrez,Lalak,Male,36,Male,66,Gun,Minor,Rainy,-5.465636455415637,Driving,Low,Primary,kill,31.80778,65.30309,Evening,Wednesday,July,Fall,Senior,Child,Wet,56.07678744172384,66.21945128689933
2021-01-20,22,Achakzo Wa Biyabanak,Panjwayi,Achakzo Wa Biyabanak,Male,31,Female,94,None,Severe,Clear,17.557196539278983,Shopping,Medium,Secondary,kill,31.46564,65.37633,Afternoon,Wednesday,January,Fall,Teen,Adult,Wet,10.242896403542245,46.62043675663931
2020-07-09,5,Haji Mandi Kalay,Spin Boldak,Haji Mandi Kalay,Female,21,Male,59,Gun,Minor,Snowy,19.920013095224313,Driving,Medium,Secondary,kill,31.07865,66.40423,Afternoon,Thursday,July,Summer,Senior,Child,Wet,86.28013413102663,79.45550149465285
2021-09-06,19,Dahi Jalat Kalay,Spin Boldak,Dahi Jalat Kalay,Female,37,Female,64,None,Severe,Rainy,25.59663503121719,Working,Low,None,kill,31.07723,66.53776,Morning,Monday,September,Fall,Adult,Senior,Wet,49.55359460562764,36.329957661435444
2021-02-09,23,Dahi Qabad,Maywand,Dahi Qabad,Male,52,Male,43,Knife,Fatal,Rainy,5.670781045078803,Shopping,Medium,Primary,Theft,31.49104,65.23667,Evening,Tuesday,February,Fall,Senior,Child,Wet,28.196396820622795,3.573475676493232
2022-11-20,4,Sir Sang,Maywand,Sir Sang,Male,80,Male,19,Other,None,Clear,10.163559776571578,Shopping,Low,Tertiary,Theft,31.50454,65.17035,Morning,Sunday,November,Summer,Teen,Child,Wet,95.20147650742217,42.30830942292507
2022-09-12,20,Loy Menara Hulya,Arghandab,Loy Menara Hulya,Female,74,Male,16,Knife,Minor,Rainy,-7.6093877651684485,Working,High,Secondary,kill,31.66441,65.61536,Evening,Monday,September,Summer,Child,Teen,Wet,26.197795303601612,35.58151112203256
2020-08-24,2,Ali Abad,Shah Wali Kot,Ali Abad,Male,44,Female,72,None,Severe,Clear,14.827014886839489,Driving,Low,Tertiary,Theft,31.7387,65.92142,Afternoon,Monday,August,Summer,Adult,Senior,Dry,58.52327461022004,32.014211325953255
2023-06-21,12,Biyaban Dara,Daman,Biyaban Dara,Female,24,Female,85,Knife,Severe,Snowy,0.8897565545750528,Working,Medium,Primary,kill,31.44774,65.92235,Evening,Wednesday,June,Spring,Teen,Senior,Wet,19.801539824302882,30.85938522065095
2020-08-25,5,Khatni Zay,Maruf,Khatni Zay,Male,45,Female,21,None,Minor,Snowy,4.3496781209617446,Driving,Medium,Tertiary,kill,31.69846,67.22481,Night,Tuesday,August,Fall,Teen,Child,Wet,45.21831571309075,58.548421361911366
2020-09-24,12,Abdul Qadir Isahq Ghat Kalay,Maruf,Abdul Qadir Isahq Ghat Kalay,Male,40,Male,52,Other,Severe,Snowy,9.256635585172699,Working,Medium,None,kill,31.51428,67.46256,Evening,Thursday,September,Spring,Teen,Senior,Wet,29.37546552752105,17.278639792995442
2021-12-21,7,Chashma,Maywand,Chashma,Male,98,Male,17,None,Fatal,Clear,-8.633622002188892,Driving,Medium,Secondary,Theft,31.52784,65.01379,Afternoon,Tuesday,December,Fall,Adult,Adult,Wet,50.53433901930868,75.5988147278114
2023-11-03,1,Makh Kalay,Arghistan,Makh Kalay,Male,27,Female,62,None,Fatal,Snowy,39.86768496151567,Working,Low,Tertiary,Theft,31.3732,66.27291,Afternoon,Friday,November,Summer,Child,Teen,Wet,94.2067613251585,35.627201219419234
2023-08-21,4,Qanad Umari,Kharkrez,Qanad Umari,Male,53,Male,47,Other,Fatal,Clear,22.579452717496395,Shopping,Low,None,kill,32.00531,65.65552,Morning,Monday,August,Fall,Child,Teen,Wet,13.58079722576665,29.8754535866263
2021-03-02,13,Chawdaily Pote,Spin Boldak,Chawdaily Pote,Female,7,Female,68,Knife,Severe,Snowy,4.458424741027237,Working,Medium,Secondary,kill,30.97383,66.40704,Night,Tuesday,March,Spring,Teen,Teen,Wet,47.75082894410143,62.02634796772779
2020-12-30,8,Makwan,Zhar,Makwan,Male,53,Male,8,Other,Minor,Cloudy,18.87167067641858,Working,Medium,Primary,kill,31.57846,65.46499,Night,Wednesday,December,Fall,Teen,Teen,Wet,88.98956209963873,0.16541863394000655
2022-09-12,7,Sorkay,Maywand,Sorkay,Female,24,Male,2,Other,None,Cloudy,19.137633681892115,Working,Low,Tertiary,Theft,31.61686,65.03924,Morning,Monday,September,Summer,Teen,Senior,Dry,9.83274522524874,11.994418068150836
2020-01-29,12,Abdul Qadir Isahq Ghat Kalay,Maruf,Abdul Qadir Isahq Ghat Kalay,Female,56,Female,89,None,Severe,Snowy,2.2084997081870146,Walking,Medium,Primary,Theft,31.51428,67.46256,Afternoon,Wednesday,January,Fall,Senior,Senior,Wet,80.4605538084423,85.15891284124237
2022-08-26,10,Baba Sahib Shrine,Center,Baba Sahib Shrine,Male,5,Female,30,Other,Fatal,Rainy,10.240133036929347,Driving,Medium,None,Theft,31.61,65.708,Afternoon,Friday,August,Spring,Child,Senior,Dry,72.94593005491235,88.07958297987736
2021-05-27,23,Haji Zarif Bole,Spin Boldak,Haji Zarif Bole,Male,54,Male,91,Gun,Minor,Clear,39.15900198110694,Shopping,High,Primary,Theft,31.11323,66.28196,Night,Thursday,May,Winter,Senior,Child,Dry,52.2561519909375,41.92137648876565
2021-01-20,24,Nagharullah Kalay,Zhar,Nagharullah Kalay,Female,63,Male,5,None,Fatal,Cloudy,22.52068403817198,Working,High,None,Theft,31.53036,65.37167,Night,Wednesday,January,Summer,Child,Teen,Wet,22.21985699272451,52.31088037191457
2023-09-14,17,Warghar Kalay,Maruf,Warghar Kalay,Male,47,Male,59,None,None,Clear,1.9508252693546755,Walking,High,Tertiary,Theft,31.58601,67.39402,Night,Thursday,September,Spring,Senior,Adult,Wet,14.175527479675765,35.15113283993965
2021-08-30,22,Akhund Zada Sahib,Shah Wali Kot,Akhund Zada Sahib,Female,83,Male,15,Other,Minor,Rainy,5.528423251766132,Working,Low,None,Theft,31.7031,66.167,Night,Monday,August,Winter,Senior,Senior,Wet,64.61393615606877,31.32680283224991
2023-10-19,23,Kandahar Stadium,Center,Kandahar Stadium,Male,51,Male,53,None,Fatal,Clear,31.504932611165728,Driving,Low,Tertiary,kill,31.6011,65.6967,Night,Thursday,October,Summer,Adult,Adult,Dry,37.73817098501373,18.318804728274397
2020-04-03,1,Khaleshak,Arghandab,Khaleshak,Female,98,Female,22,Other,None,Clear,34.88994228984132,Walking,Medium,Tertiary,Theft,31.65117,65.62467,Night,Friday,April,Fall,Adult,Senior,Wet,77.59806504382634,5.608058746130329
2023-09-22,6,Warghar Kalay,Maruf,Warghar Kalay,Male,83,Male,18,Other,Minor,Cloudy,25.156913726526213,Walking,High,None,kill,31.58601,67.39402,Afternoon,Friday,September,Fall,Child,Senior,Dry,70.03292689103195,76.54585637440931
2020-11-28,4,Warghar Kalay,Maruf,Warghar Kalay,Male,43,Female,53,Knife,Minor,Cloudy,-2.4392261336798695,Walking,Low,Primary,Theft,31.58601,67.39402,Afternoon,Saturday,November,Winter,Child,Teen,Dry,91.1743733844074,70.0421581232725
2023-10-17,6,Achekzai Gharbi,Zhar,Achekzai Gharbi,Female,81,Female,45,Knife,Fatal,Clear,27.42827828423549,Driving,Low,Tertiary,kill,31.54318,65.29207,Evening,Tuesday,October,Spring,Adult,Child,Wet,96.77936030951398,53.61791230846813
2023-02-06,15,Haji Malik Faiz Mohammad Kalacha,Arghandab,Haji Malik Faiz Mohammad Kalacha,Female,60,Male,83,None,Fatal,Clear,18.31934531137866,Shopping,Low,Secondary,kill,31.62594,65.56899,Evening,Monday,February,Winter,Child,Child,Wet,28.62960861810009,75.04422449703536
2022-07-16,2,Naik Karaiz,Maywand,Naik Karaiz,Female,72,Female,25,Other,Fatal,Cloudy,6.563655657089882,Driving,High,Primary,kill,31.75935,64.79119,Morning,Saturday,July,Summer,Adult,Teen,Dry,22.284852236215237,20.095517305066267
2021-04-30,11,Ghulaman,Kharkrez,Ghulaman,Female,16,Female,60,Knife,Fatal,Rainy,22.172958375841482,Walking,High,Primary,kill,31.95611,65.52432,Afternoon,Friday,April,Winter,Senior,Senior,Dry,35.84327413361804,44.057030733582515
2020-08-06,13,Akhond Kaka Kalay,Spin Boldak,Akhond Kaka Kalay,Female,1,Male,25,Gun,None,Rainy,29.732061890154718,Driving,Low,Primary,Theft,31.18091,66.49625,Morning,Thursday,August,Spring,Senior,Teen,Dry,69.89605235921724,36.48988099176833
2022-02-18,22,Malik Mohammadulldin,Spin Boldak,Malik Mohammadulldin,Female,8,Male,33,None,None,Cloudy,38.11636399737139,Shopping,High,Tertiary,kill,31.02924,65.97752,Morning,Friday,February,Fall,Child,Adult,Wet,24.749489187649054,43.68479350840543
2022-06-23,2,Shrine of Mirwais Hotak,Center,Shrine of Mirwais Hotak,Female,37,Female,41,Other,None,Rainy,12.796881596867362,Walking,Low,None,Theft,31.61,65.701,Afternoon,Thursday,June,Winter,Child,Senior,Dry,50.237920862406426,15.327210847231765
2021-09-03,15,Galgari Tawa,Spin Boldak,Galgari Tawa,Male,33,Female,98,None,Minor,Rainy,34.47211844091841,Walking,Medium,None,kill,31.26131,66.37363,Evening,Friday,September,Fall,Child,Teen,Wet,74.42278229414543,51.72921595559615
2020-07-25,22,Biyaban Dara,Shah Wali Kot,Biyaban Dara,Male,94,Female,65,Other,None,Rainy,8.02855546437699,Shopping,High,None,kill,31.44774,65.92235,Morning,Saturday,July,Winter,Senior,Teen,Dry,84.65095203739821,14.194891489880368
2023-08-12,21,Char Qoulba Sufla,Arghandab,Char Qoulba Sufla,Male,82,Female,71,Gun,Severe,Cloudy,38.07792363670809,Driving,Low,Tertiary,Theft,31.68034,65.64595,Afternoon,Saturday,August,Fall,Teen,Teen,Dry,35.03977730402319,92.51387057411047
2023-05-23,9,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Male,22,Male,54,Other,Fatal,Clear,16.037254277522404,Walking,Medium,Secondary,Theft,31.50819,67.47925,Afternoon,Tuesday,May,Winter,Adult,Adult,Dry,52.82484896962831,55.32685865930051
2020-12-19,11,Tootak Junobi,Ghorak,Tootak Junobi,Male,34,Female,26,Gun,None,Rainy,1.7768531498539826,Working,Medium,Primary,Theft,31.98191,64.94008,Afternoon,Saturday,December,Summer,Senior,Senior,Dry,5.259837194413497,48.156423768304045
2020-09-13,10,Faqir Zai,Panjwayi,Faqir Zai,Female,6,Male,41,Other,Fatal,Cloudy,30.01818681980908,Working,High,Primary,Theft,31.51614,65.59006,Evening,Sunday,September,Winter,Child,Senior,Wet,22.50914772142186,73.52565158133099
2023-03-22,10,Jelawar,Arghandab,Jelawar,Male,24,Female,100,Other,Minor,Snowy,26.960831350634123,Shopping,Medium,Tertiary,kill,31.70137,65.6386,Night,Wednesday,March,Summer,Child,Teen,Wet,15.520762859166226,74.12126729220823
2020-10-25,2,Janan Square,Center,Janan Square,Male,28,Male,23,None,Severe,Clear,3.50188440412518,Shopping,Low,Tertiary,Theft,31.613,65.699,Afternoon,Sunday,October,Fall,Senior,Teen,Dry,9.833982353444215,13.457143569007835
2023-07-31,2,Kandahar City Center,Center,Kandahar City Center,Female,3,Male,53,None,Fatal,Snowy,5.87979137204808,Walking,Low,Tertiary,Theft,31.625,65.715,Night,Monday,July,Spring,Child,Teen,Wet,70.4696059699788,50.86759967388653
2022-01-23,17,Patkay Sufla,Arghistan,Patkay Sufla,Female,96,Female,84,None,Severe,Cloudy,34.23034694059119,Shopping,High,Primary,Theft,31.36703,66.08718,Evening,Sunday,January,Winter,Teen,Child,Dry,5.47918535093157,56.10542243951537
2022-03-26,23,Shor Ab,Ghorak,Shor Ab,Male,6,Male,58,Other,None,Cloudy,-1.488893095268125,Driving,Low,Tertiary,kill,32.00242,64.91901,Evening,Saturday,March,Summer,Adult,Senior,Wet,8.519052602530186,56.295454339211446
2020-09-24,6,Shor Ab,Ghorak,Shor Ab,Male,29,Male,22,Gun,Minor,Rainy,21.3250612867993,Walking,Low,Secondary,Theft,32.00242,64.91901,Morning,Thursday,September,Spring,Child,Teen,Dry,99.59363527763718,14.524235155464671
2020-03-13,9,Haji Wazer Kalay,Spin Boldak,Haji Wazer Kalay,Female,35,Female,69,None,Severe,Snowy,-7.049574029123703,Shopping,High,Secondary,kill,31.07272,66.24693,Morning,Friday,March,Summer,Adult,Adult,Wet,87.7071697573132,96.53751833455821
2023-01-01,4,Din Mohammad Kalay,Arghistan,Din Mohammad Kalay,Female,50,Male,54,Knife,Minor,Clear,23.68911278952568,Driving,Low,Secondary,kill,31.31726,66.18218,Afternoon,Sunday,January,Summer,Senior,Senior,Dry,7.560992669624134,17.248976928388192
2021-04-09,17,Ashraf,Panjwayi,Ashraf,Male,76,Male,49,None,Minor,Clear,22.006815304862926,Working,Medium,None,kill,31.43175,65.45047,Evening,Friday,April,Fall,Senior,Adult,Wet,48.094344126162255,46.59548360955572
2023-11-17,1,Lolara,Panjwayi,Lolara,Male,76,Female,85,Gun,Fatal,Clear,9.939635717793891,Shopping,Medium,Secondary,Theft,31.49787,65.39119,Night,Friday,November,Winter,Senior,Adult,Wet,5.5403375750417645,50.378282811960354
2023-01-24,5,Salam Kalacha,Daman,Salam Kalacha,Male,33,Male,16,Gun,None,Snowy,6.575313524493684,Shopping,Low,Tertiary,Theft,31.66451,65.93479,Night,Tuesday,January,Winter,Child,Adult,Wet,36.856667772257424,55.1970233921273
2022-01-30,6,Sar Khar,Kharkrez,Sar Khar,Female,41,Male,15,Knife,None,Clear,15.276048347754589,Driving,High,Secondary,Theft,32.03317,65.4542,Night,Sunday,January,Spring,Senior,Senior,Dry,9.046383848671313,63.640793448434906
2021-06-11,4,Shah Mohammad Khan Umar Khan Kalay,Zhar,Shah Mohammad Khan Umar Khan Kalay,Female,39,Female,97,None,Severe,Snowy,17.141966146743197,Walking,High,Primary,Theft,31.58995,65.48759,Morning,Friday,June,Winter,Child,Teen,Wet,54.146115138181415,82.40140037161463
2021-02-17,8,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Male,15,Female,98,Other,Minor,Snowy,36.015235646823086,Working,Low,Tertiary,kill,32.01042,64.98311,Night,Wednesday,February,Spring,Adult,Teen,Wet,17.003367961824,20.984859778905573
2020-11-20,22,Masheng Zai,Spin Boldak,Masheng Zai,Male,70,Female,55,Other,None,Rainy,18.36231529430825,Walking,High,Secondary,Theft,31.08837,66.38918,Afternoon,Friday,November,Winter,Teen,Child,Dry,32.060445835586826,21.495352657138255
2020-07-11,11,Yawari Hinayat,Daman,Yawari Hinayat,Male,86,Male,91,Other,Severe,Clear,27.2155230664642,Driving,Low,None,kill,31.70244,65.93444,Morning,Saturday,July,Spring,Senior,Adult,Wet,42.123042728727334,23.51783465743249
2021-06-05,1,Patkay Sufla,Arghistan,Patkay Sufla,Male,31,Male,53,Knife,Fatal,Clear,8.090725279640619,Driving,High,None,Theft,31.36703,66.08718,Night,Saturday,June,Winter,Child,Teen,Wet,96.94014984535629,85.19164127292974
2022-03-02,14,Tootak Shamaly,Ghorak,Tootak Shamaly,Female,34,Female,37,Knife,Fatal,Clear,16.624665217986777,Working,Low,None,kill,31.99964,64.93322,Evening,Wednesday,March,Spring,Adult,Child,Dry,99.55990608100595,57.88311710616971
2021-03-24,21,Tootak Shamaly,Ghorak,Tootak Shamaly,Female,24,Female,62,Knife,Fatal,Cloudy,24.99443853630784,Shopping,High,Secondary,kill,31.99964,64.93322,Morning,Wednesday,March,Winter,Senior,Child,Wet,98.91786488355932,54.97252459767999
2023-04-27,14,Bakari Kalay Khaday Rahim Kalay,Spin Boldak,Bakari Kalay Khaday Rahim Kalay,Female,43,Male,42,Gun,Minor,Clear,24.596586853095495,Driving,Low,None,Theft,30.90784,66.29385,Afternoon,Thursday,April,Summer,Teen,Adult,Wet,72.08331763925328,56.796021471463966
2020-04-18,6,Din Mohammad Kalay,Arghistan,Din Mohammad Kalay,Female,35,Female,77,None,Minor,Cloudy,33.62485911385438,Shopping,Low,Primary,Theft,31.31726,66.18218,Morning,Saturday,April,Summer,Senior,Adult,Wet,67.63515155936331,30.896295652677864
2022-08-15,9,Bashar Kalay,Daman,Bashar Kalay,Male,19,Male,86,Knife,Minor,Clear,14.654382393333734,Shopping,Medium,Primary,Theft,31.42243,65.95309,Evening,Monday,August,Spring,Senior,Adult,Dry,75.85365401729779,43.12005193482299
2021-01-06,19,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Male,62,Female,50,Gun,Severe,Cloudy,21.15978714278243,Driving,Low,Secondary,Theft,31.50819,67.47925,Morning,Wednesday,January,Fall,Senior,Teen,Dry,17.47074072253313,27.45775971769957
2022-04-03,19,Tajaka,Maywand,Tajaka,Male,72,Male,67,Knife,Severe,Cloudy,21.2438853137417,Walking,High,Secondary,Theft,31.5708,64.89459,Morning,Sunday,April,Fall,Adult,Senior,Wet,58.44692532269198,58.22731948984663
2023-04-13,15,Kandahar Institute of Modern Studies,Center,Kandahar Institute of Modern Studies,Female,4,Male,34,Knife,Severe,Rainy,6.9778244932114575,Driving,High,Secondary,kill,31.612,65.703,Night,Thursday,April,Fall,Senior,Senior,Wet,8.179558635489615,0.7548216548671771
2023-01-03,7,Bagh Kalay Amir Mohammad Landay Shadi Khan,Arghistan,Bagh Kalay Amir Mohammad Landay Shadi Khan,Male,42,Female,1,Knife,Minor,Cloudy,12.73623049633121,Working,Low,None,kill,31.40311,66.08506,Afternoon,Tuesday,January,Summer,Adult,Adult,Wet,76.46746773072385,53.9165235900821
2021-10-28,12,Patkay Hulya,Arghistan,Patkay Hulya,Female,95,Female,77,Other,None,Clear,38.19139537960622,Driving,Medium,Primary,Theft,31.38761,66.12366,Morning,Thursday,October,Spring,Teen,Senior,Dry,89.12014791579068,68.37724271394514
2020-08-15,2,Mansor Abad,Shah Wali Kot,Mansor Abad,Male,23,Male,80,Gun,Minor,Rainy,7.249318768909578,Walking,Low,Secondary,kill,31.77833,65.80112,Morning,Saturday,August,Summer,Adult,Senior,Wet,20.057490470791418,13.039124462635032
